event_name,description,link,when,where,deadline,page_title,meta_description,detailed_deadline,review_time,conference_rank,is_workshop,minimum_pages,website_link,categories
icSPORTS 2025,13th International Conference on Sport Sciences Research and Technology Support,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185524&copyownerid=45217,"Oct 20, 2025 - Oct 21, 2025","Marbella, Spain",19/05/25,icSPORTS 2025 : 13th International Conference on Sport Sciences Research and Technology Support,icSPORTS 2025 : 13th International Conference on Sport Sciences Research and Technology Support,"May 19, 2025",N/A,N/A,False,N/A,https://icsports.scitevents.org,"['information technology', 'biotechnology', 'health', 'computer science']"
NCTA 2025,17th International Conference on Neural Computation Theory and Applications,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185526&copyownerid=45217,"Oct 22, 2025 - Oct 24, 2025","Marbella, Spain",19/05/25,NCTA 2025 : 17th International Conference on Neural Computation Theory and Applications,NCTA 2025 : 17th International Conference on Neural Computation Theory and Applications,"May 19, 2025",N/A,N/A,False,N/A,https://ncta.scitevents.org,"['machine learning', 'pattern recognition', 'neural networks', 'computer science']"
KDIR 2025,17th International Conference on Knowledge Discovery and Information Retrieval,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185532&copyownerid=45217,"Oct 20, 2025 - Oct 22, 2025","Marbella, Spain",19/05/25,KDIR 2025 : 17th International Conference on Knowledge Discovery and Information Retrieval,KDIR 2025 : 17th International Conference on Knowledge Discovery and Information Retrieval,"May 19, 2025",N/A,N/A,False,N/A,https://kdir.scitevents.org,"['information retrieval', 'pattern recognition', 'knowledge discovery', 'computer science']"
KMIS 2025,17th International Conference on Knowledge Management and Information Systems,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185533&copyownerid=45217,"Oct 20, 2025 - Oct 22, 2025","Marbella, Spain",19/05/25,KMIS 2025 : 17th International Conference on Knowledge Management and Information Systems,KMIS 2025 : 17th International Conference on Knowledge Management and Information Systems,"May 19, 2025",N/A,N/A,False,N/A,https://kmis.scitevents.org,"['management', 'information systems', 'knowledge management', 'computer science']"
RV 2025,25th International Conference on Runtime Verification,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185605&copyownerid=191293,"Sep 15, 2025 - Sep 19, 2025","Graz, Austria",30/05/25,RV 2025 : 25th International Conference on Runtime Verification,RV 2025 : 25th International Conference on Runtime Verification,N/A,N/A,N/A,True,N/A,https://rv25.isec.tugraz.at/,"['formal methods', 'verification', 'computer science']"
WSSE--EI 2025,2025 The 7th World Symposium on Software Engineering (WSSE 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=184754&copyownerid=13881,"Oct 24, 2025 - Oct 26, 2025","Okayama, Japan",30/05/25,WSSE--EI 2025 : 2025 The 7th World Symposium on Software Engineering (WSSE 2025),WSSE--EI 2025 : 2025 The 7th World Symposium on Software Engineering (WSSE 2025),N/A,N/A,N/A,False,N/A,http://wsse.org/,"['computer science', 'computing', 'intelligent systems', 'machine learning']"
IPTA 2025,"14th IEEE International Conference on Image Processing Theory, Tools and Applications",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185817&copyownerid=180473,"Oct 13, 2025 - Oct 16, 2025",Istanbul,31/05/25,"IPTA 2025 : 14th IEEE International Conference on Image Processing Theory, Tools and Applications","IPTA 2025 : 14th IEEE International Conference on Image Processing Theory, Tools and Applications","April 15, 2025",N/A,N/A,False,N/A,https://ipta-conference.com/ipta25/,"['computer science', 'image processing', 'theory', 'tool']"
ICTAI 2025,IEEE 37th International Conference on Tools with Artificial Intelligence,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185291&copyownerid=162540,"Nov 3, 2025 - Nov 5, 2025","Athens, Greece",02/06/25,ICTAI 2025 : IEEE 37th International Conference on Tools with Artificial Intelligence,ICTAI 2025 : IEEE 37th International Conference on Tools with Artificial Intelligence,N/A,N/A,N/A,True,N/A,N/A,"['artificial intelligence', 'computer science']"
IEEE CNCIT 2025,"2025 4th International Conference on Networks, Communications and Information Technology (CNCIT 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=175829&copyownerid=163993,"Jul 4, 2025 - Jul 6, 2025","Wuxi, China",04/06/25,"IEEE CNCIT 2025 : 2025 4th International Conference on Networks, Communications and Information Technology (CNCIT 2025)","IEEE CNCIT 2025 : 2025 4th International Conference on Networks, Communications and Information Technology (CNCIT 2025)",N/A,N/A,N/A,False,N/A,https://www.cncit.net/,"['networks', 'communications', 'information technology', 'networking']"
GD 2025,The 33rd International Symposium on Graph Drawing and Network Visualization (GD 2025),http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=185465&copyownerid=37884,"Sep 24, 2025 - Sep 26, 2025","Norrköping, Sweden",10/06/25,GD 2025 : The 33rd International Symposium on Graph Drawing and Network Visualization (GD 2025),GD 2025 : The 33rd International Symposium on Graph Drawing and Network Visualization (GD 2025),June 3,N/A,N/A,True,N/A,https://graphdrawing.github.io/gd2025/,"['computer science', 'discrete math', 'information visualization', 'graph theory']"
ICISIP 2025,The 12th IIAE International Conference on Intelligent Systems and Image Processing 2025,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=182359&copyownerid=58584,"Sep 8, 2025 - Sep 12, 2025","Nagasaki, Japan",13/06/25,ICISIP 2025 : The 12th IIAE International Conference on Intelligent Systems and Image Processing 2025,ICISIP 2025 : The 12th IIAE International Conference on Intelligent Systems and Image Processing 2025,N/A,N/A,N/A,False,N/A,https://www2.ia-engineers.org/icisip2025/,"['computer science', 'artificial intelligence', 'image processing', 'signal processing']"
Ei/Scopus-ARAEML 2025,"2025 2nd International Conference on Advanced Robotics, Automation Engineering and Machine Learning (ARAEML 2025)",http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181029&copyownerid=165700,"Jul 18, 2025 - Jul 20, 2025","Tokyo, Japan",20/06/25,"Ei/Scopus-ARAEML 2025 : 2025 2nd International Conference on Advanced Robotics, Automation Engineering and Machine Learning (ARAEML 2025)","Ei/Scopus-ARAEML 2025 : 2025 2nd International Conference on Advanced Robotics, Automation Engineering and Machine Learning (ARAEML 2025)",N/A,N/A,N/A,False,N/A,http://www.araeml.net/ ,"['advanced robotics', 'automation engineering', 'machine learning']"
Sensors journal 2025,Special Issue on Energy-Efficient Communication Networks and Systems: 2nd Eition,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=151807&copyownerid=24832,N/A,N/A,30/07/25,Sensors journal 2025 : Special Issue on Energy-Efficient Communication Networks and Systems: 2nd Eition,Sensors journal 2025 : Special Issue on Energy-Efficient Communication Networks and Systems: 2nd Eition,N/A,N/A,N/A,True,N/A,https://www.mdpi.com/journal/sensors/special_issues/T01878J9S0,"['green computing', 'networking', 'communications', 'computer science']"
ACM SAC 2025,40th ACM/SIGAPP Symposium On Applied Computing,http://www.wikicfp.com/cfp/servlet/event.showcfp?eventid=181913&copyownerid=188625,"Mar 31, 2025 - Apr 4, 2025","Catania, Italy",20/09/25,ACM SAC 2025 : 40th ACM/SIGAPP Symposium On Applied Computing,ACM SAC 2025 : 40th ACM/SIGAPP Symposium On Applied Computing,N/A,N/A,N/A,False,N/A,https://www.sigapp.org/sac/sac2025/,"['computer science', 'software engineering', 'data science', 'information systems']"
